"site_code","plot_id","treatment_code","start_date","end_date","analyte","final_value","flag","location_within_plot","num_cation_probes","num_anion_probes","notes"
"SRR","13","C1",2008-06-20,2008-07-30,"Total-N",131.4,NA,"between_plant",4,4,NA
"SRR","14","P",2008-06-20,2008-07-30,"Total-N",329.6,NA,"under_plant",4,4,NA
"SRR","14","P",2008-06-20,2008-07-30,"Total-N",183,NA,"between_plant",4,4,NA
"SRR","15","N",2008-06-20,2008-07-30,"Total-N",622.1,NA,"under_plant",4,4,NA
"SRR","15","N",2008-06-20,2008-07-30,"Total-N",473.4,NA,"between_plant",4,4,NA
"MCN","16","N",2008-06-20,2008-07-30,"Total-N",426.2,NA,"under_plant",4,4,NA
"MCN","16","N",2008-06-20,2008-07-30,"Total-N",243,NA,"between_plant",4,4,NA
"MCN","17","P",2008-06-20,2008-07-30,"Total-N",189,NA,"under_plant",4,4,NA
"MCN","17","P",2008-06-20,2008-07-30,"Total-N",123.2,NA,"between_plant",4,4,NA
"MCN","18","C1",2008-06-20,2008-07-30,"Total-N",107.4,NA,"under_plant",4,4,NA
"MCN","18","C1",2008-06-20,2008-07-30,"Total-N",72.4,NA,"between_plant",4,4,NA
"MCN","20","NP",2008-06-20,2008-07-30,"Total-N",663.4,NA,"under_plant",4,4,NA
"MCN","20","NP",2008-06-20,2008-07-30,"Total-N",348.6,NA,"between_plant",4,4,NA
"MCS","21","NP",2008-06-20,2008-07-30,"Total-N",408.6,NA,"under_plant",4,4,NA
"MCS","21","NP",2008-06-20,2008-07-30,"Total-N",359.4,NA,"between_plant",4,4,NA
"MCS","22","N",2008-06-20,2008-07-30,"Total-N",477,NA,"under_plant",4,4,NA
"MCS","22","N",2008-06-20,2008-07-30,"Total-N",281.6,NA,"between_plant",4,4,NA
"MCS","23","P",2008-06-20,2008-07-30,"Total-N",322.4,NA,"under_plant",4,4,NA
"MCS","23","P",2008-06-20,2008-07-30,"Total-N",162.2,NA,"between_plant",4,4,NA
"MCS","24","C1",2008-06-20,2008-07-30,"Total-N",260.8,NA,"under_plant",4,4,NA
"MCS","24","C1",2008-06-20,2008-07-30,"Total-N",107.4,NA,"between_plant",4,4,NA
"SRR","13","C1",2008-06-20,2008-07-30,"NO3-N",130.6,NA,"between_plant",4,4,NA
"SRR","13","C1",2008-06-20,2008-07-30,"NO3-N",155,NA,"under_plant",4,4,NA
"SRR","12","NP",2008-06-20,2008-07-30,"NO3-N",495.8,NA,"between_plant",4,4,NA
"SRR","12","NP",2008-06-20,2008-07-30,"NO3-N",448.2,NA,"under_plant",4,4,NA
"UMP","10","N",2008-06-20,2008-07-30,"NO3-N",478,NA,"between_plant",4,4,NA
"UMP","10","N",2008-06-20,2008-07-30,"NO3-N",321.2,NA,"under_plant",4,4,NA
"UMP","9","C1",2008-06-20,2008-07-30,"NO3-N",100.6,NA,"between_plant",4,4,NA
"UMP","9","C1",2008-06-20,2008-07-30,"NO3-N",377.8,NA,"under_plant",4,4,NA
"UMP","8","P",2008-06-20,2008-07-30,"NO3-N",130.6,NA,"between_plant",4,4,NA
"UMP","8","P",2008-06-20,2008-07-30,"NO3-N",392.4,NA,"under_plant",4,4,NA
"UMP","6","NP",2008-06-20,2008-07-30,"NO3-N",337.6,NA,"between_plant",4,4,NA
"UMP","6","NP",2008-06-20,2008-07-30,"NO3-N",666.2,NA,"under_plant",4,4,NA
"MCS","23","P",2008-06-20,2008-07-30,"NO3-N",162.2,NA,"between_plant",4,4,NA
"MCS","23","P",2008-06-20,2008-07-30,"NO3-N",321.8,NA,"under_plant",4,4,NA
"MCS","22","N",2008-06-20,2008-07-30,"NO3-N",281.2,NA,"between_plant",4,4,NA
"MCS","22","N",2008-06-20,2008-07-30,"NO3-N",477,NA,"under_plant",4,4,NA
"MCS","21","NP",2008-06-20,2008-07-30,"NO3-N",359.4,NA,"between_plant",4,4,NA
"MCS","21","NP",2008-06-20,2008-07-30,"NO3-N",408,NA,"under_plant",4,4,NA
"MCN","20","NP",2008-06-20,2008-07-30,"NO3-N",348,NA,"between_plant",4,4,NA
"MCN","20","NP",2008-06-20,2008-07-30,"NO3-N",661.2,NA,"under_plant",4,4,NA
"MCN","18","C1",2008-06-20,2008-07-30,"NO3-N",72.4,NA,"between_plant",4,4,NA
"MCN","18","C1",2008-06-20,2008-07-30,"NO3-N",106.8,NA,"under_plant",4,4,NA
"MCN","17","P",2008-06-20,2008-07-30,"NO3-N",121.4,NA,"between_plant",4,4,NA
"MCN","17","P",2008-06-20,2008-07-30,"NO3-N",188.4,NA,"under_plant",4,4,NA
"MCN","16","N",2008-06-20,2008-07-30,"NO3-N",238,NA,"between_plant",4,4,NA
"MCS","24","C1",2008-06-20,2008-07-30,"NH4-N",0.2,"below detection limit","between_plant",4,4,NA
"MCS","24","C1",2008-06-20,2008-07-30,"NH4-N",1.4,"below detection limit","under_plant",4,4,NA
"MCS","23","P",2008-06-20,2008-07-30,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"MCS","23","P",2008-06-20,2008-07-30,"NH4-N",0.6,"below detection limit","under_plant",4,4,NA
"MCS","22","N",2008-06-20,2008-07-30,"NH4-N",0.4,"below detection limit","between_plant",4,4,NA
"MCS","22","N",2008-06-20,2008-07-30,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"MCS","21","NP",2008-06-20,2008-07-30,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"MCS","21","NP",2008-06-20,2008-07-30,"NH4-N",0.6,"below detection limit","under_plant",4,4,NA
"MCS","24","C1",2008-06-20,2008-07-30,"NO3-N",259.4,NA,"under_plant",4,4,NA
"MCS","24","C1",2008-06-20,2008-07-30,"NO3-N",107.2,NA,"between_plant",4,4,NA
"MCN","16","N",2008-06-20,2008-07-30,"NO3-N",424.6,NA,"under_plant",4,4,NA
"SRR","15","N",2008-06-20,2008-07-30,"NO3-N",470.2,NA,"between_plant",4,4,NA
"SRR","15","N",2008-06-20,2008-07-30,"NO3-N",613,NA,"under_plant",4,4,NA
"SRR","14","P",2008-06-20,2008-07-30,"NO3-N",181,NA,"between_plant",4,4,NA
"WTM","73","NP",2008-06-23,2008-07-28,"NO3-N",833.2,NA,"under_plant",4,4,NA
"WTM","74","P",2008-06-23,2008-07-28,"NO3-N",473.6,NA,"under_plant",4,4,NA
"WTM","74","P",2008-06-23,2008-07-28,"NO3-N",88,NA,"between_plant",4,4,NA
"WTM","75","N",2008-06-23,2008-07-28,"NO3-N",940.2,NA,"under_plant",4,4,NA
"WTM","75","N",2008-06-23,2008-07-28,"NO3-N",244.4,NA,"between_plant",4,4,NA
"EME","66","C1",2008-06-23,2008-07-28,"NH4-N",0.8,"below detection limit","under_plant",4,4,NA
"EME","66","C1",2008-06-23,2008-07-28,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"EME","67","N",2008-06-23,2008-07-28,"Total-N",802.4,NA,"under_plant",4,4,NA
"EME","67","N",2008-06-23,2008-07-28,"Total-N",384.6,NA,"between_plant",4,4,NA
"EME","68","NP",2008-06-23,2008-07-28,"Total-N",736.2,NA,"under_plant",4,4,NA
"EME","68","NP",2008-06-23,2008-07-28,"Total-N",142.2,NA,"between_plant",4,4,NA
"EME","70","P",2008-06-23,2008-07-28,"Total-N",220.6,NA,"under_plant",4,4,NA
"EME","70","P",2008-06-23,2008-07-28,"Total-N",97.2,NA,"between_plant",4,4,NA
"WTM","71","C1",2008-06-23,2008-07-28,"Total-N",496.6,NA,"under_plant",4,4,NA
"WTM","71","C1",2008-06-23,2008-07-28,"Total-N",115.8,NA,"between_plant",4,4,NA
"EME","68","NP",2008-06-23,2008-07-28,"NH4-N",24.2,NA,"under_plant",4,4,NA
"EME","68","NP",2008-06-23,2008-07-28,"NH4-N",3.2,NA,"between_plant",4,4,NA
"EME","70","P",2008-06-23,2008-07-28,"NH4-N",2,"below detection limit","under_plant",4,4,NA
"EME","70","P",2008-06-23,2008-07-28,"NH4-N",0.2,"below detection limit","between_plant",4,4,NA
"WTM","71","C1",2008-06-23,2008-07-28,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"WTM","71","C1",2008-06-23,2008-07-28,"NH4-N",1.4,"below detection limit","between_plant",4,4,NA
"WTM","73","NP",2008-06-23,2008-07-28,"NH4-N",5.2,NA,"under_plant",4,4,NA
"WTM","73","NP",2008-06-23,2008-07-28,"NH4-N",1.8,"below detection limit","between_plant",4,4,NA
"WTM","74","P",2008-06-23,2008-07-28,"NH4-N",4.8,NA,"under_plant",4,4,NA
"WTM","74","P",2008-06-23,2008-07-28,"NH4-N",0.4,"below detection limit","between_plant",4,4,NA
"EMW","62","NP",2008-06-23,2008-07-28,"NH4-N",19.2,NA,"under_plant",4,4,NA
"WTM","75","N",2008-06-23,2008-07-28,"NH4-N",3,NA,"under_plant",4,4,NA
"WTM","75","N",2008-06-23,2008-07-28,"NH4-N",0.8,"below detection limit","between_plant",4,4,NA
"WTM","73","NP",2008-06-23,2008-07-28,"Total-N",838.4,NA,"under_plant",4,4,NA
"WTM","73","NP",2008-06-23,2008-07-28,"Total-N",149.4,NA,"between_plant",4,4,NA
"WTM","74","P",2008-06-23,2008-07-28,"Total-N",478.4,NA,"under_plant",4,4,NA
"WTM","74","P",2008-06-23,2008-07-28,"Total-N",88.4,NA,"between_plant",4,4,NA
"WTM","75","N",2008-06-23,2008-07-28,"Total-N",943.2,NA,"under_plant",4,4,NA
"WTM","75","N",2008-06-23,2008-07-28,"Total-N",245.2,NA,"between_plant",4,4,NA
"EME","67","N",2008-06-23,2008-07-28,"NH4-N",28,NA,"under_plant",4,4,NA
"EME","67","N",2008-06-23,2008-07-28,"NH4-N",4.6,NA,"between_plant",4,4,NA
"EMW","62","NP",2008-06-23,2008-07-28,"Total-N",230.2,NA,"under_plant",4,4,NA
"EMW","62","NP",2008-06-23,2008-07-28,"Total-N",74,NA,"between_plant",4,4,NA
"EMW","62","NP",2008-06-23,2008-07-28,"NH4-N",7.4,NA,"between_plant",4,4,NA
"EMW","63","P",2008-06-23,2008-07-28,"NH4-N",0,"below detection limit","under_plant",4,4,NA
"EMW","63","P",2008-06-23,2008-07-28,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"EMW","64","C1",2008-06-23,2008-07-28,"NH4-N",1.8,"below detection limit","under_plant",4,4,NA
"EMW","64","C1",2008-06-23,2008-07-28,"NH4-N",0,"below detection limit","between_plant",4,4,NA
"EMW","65","N",2008-06-23,2008-07-28,"NH4-N",0.4,"below detection limit","under_plant",4,4,NA
"EMW","65","N",2008-06-23,2008-07-28,"NH4-N",1.8,"below detection limit","between_plant",4,4,NA
"EMW","63","P",2008-06-23,2008-07-28,"Total-N",50,NA,"under_plant",4,4,NA
"EMW","63","P",2008-06-23,2008-07-28,"Total-N",23.6,NA,"between_plant",4,4,NA
"EMW","64","C1",2008-06-23,2008-07-28,"Total-N",40.4,NA,"under_plant",4,4,NA
"EMW","64","C1",2008-06-23,2008-07-28,"Total-N",24,NA,"between_plant",4,4,NA
"EMW","65","N",2008-06-23,2008-07-28,"Total-N",96.6,NA,"under_plant",4,4,NA
"EMW","65","N",2008-06-23,2008-07-28,"Total-N",71.4,NA,"between_plant",4,4,NA
"EME","66","C1",2008-06-23,2008-07-28,"Total-N",232.2,NA,"under_plant",4,4,NA
"EME","66","C1",2008-06-23,2008-07-28,"Total-N",87,NA,"between_plant",4,4,NA
"EMW","62","NP",2008-06-23,2008-07-28,"NO3-N",211,NA,"under_plant",4,4,NA
