"site_code","plot_id","treatment_code","location_within_plot","subplot","date","year","collector","cover_type","cover_category","cover_amount"
"LDP","4","P","P","2",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"LDP","4","P","P","2",NA,2009,"SLC","Pectocarya","annual",0.2
"LDP","4","P","P","2",NA,2009,"SLC","Physaria_gordonii","annual",0.001
"LDP","4","P","P","2",NA,2009,"SLC","sampled","record_keeping",1
"LDP","4","P","P","2",NA,2009,"SLC","Schismus_arabicus","annual",0.4
"LDP","4","P","P","2",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.7
"LDP","5","C1","IP","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.03
"LDP","5","C1","IP","1",NA,2009,"CMC","Erodium_cicutarium","annual",0.04
"LDP","5","C1","IP","1",NA,2009,"CMC","Logfia_arizonica","annual",0.01
"LDP","5","C1","IP","1",NA,2009,"CMC","Pectocarya","annual",0.11
"LDP","5","C1","IP","1",NA,2009,"CMC","Plantago_ovata","annual",0.001
"LDP","5","C1","IP","1",NA,2009,"CMC","sampled","record_keeping",1
"LDP","5","C1","IP","1",NA,2009,"CMC","Schismus_arabicus","annual",0.02
"LDP","5","C1","IP","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.001
"LDP","5","C1","IP","2",NA,2009,"SLC","Draba_cuneifolia","annual",0.001
"LDP","5","C1","IP","2",NA,2009,"SLC","Erodium_cicutarium","annual",0.001
"LDP","5","C1","IP","2",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"LDP","5","C1","IP","2",NA,2009,"SLC","Lotus_salsuginosus","annual",0.001
"LDP","5","C1","IP","2",NA,2009,"SLC","Pectocarya","annual",0.05
"LDP","5","C1","IP","2",NA,2009,"SLC","Plagiobothrys_arizonicus","annual",0.001
"LDP","5","C1","IP","2",NA,2009,"SLC","sampled","record_keeping",1
"LDP","5","C1","IP","2",NA,2009,"SLC","Schismus_arabicus","annual",0.02
"LDP","5","C1","P","1",NA,2009,"CMC","Ambrosia_stem","plot characteristic",0.08
"LDP","5","C1","P","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.02
"LDP","5","C1","P","1",NA,2009,"CMC","Draba_cuneifolia","annual",0.001
"LDP","5","C1","P","1",NA,2009,"CMC","Erodium_cicutarium","annual",0.001
"LDP","5","C1","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.02
"LDP","5","C1","P","1",NA,2009,"CMC","Pectocarya","annual",0.2
"LDP","5","C1","P","1",NA,2009,"CMC","Plantago_ovata","annual",0.001
"LDP","5","C1","P","1",NA,2009,"CMC","sampled","record_keeping",1
"LDP","5","C1","P","1",NA,2009,"CMC","Schismus_arabicus","annual",0.1
"LDP","5","C1","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.38
"LDP","5","C1","P","2",NA,2009,"SLC","Ambrosia_base","plot characteristic",0.01
"LDP","5","C1","P","2",NA,2009,"SLC","Ambrosia_stem","plot characteristic",0.15
"LDP","5","C1","P","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.25
"LDP","5","C1","P","2",NA,2009,"SLC","Bowlesia_incana","annual",0.04
"LDP","5","C1","P","2",NA,2009,"SLC","Larrea_base","plot characteristic",0.03
"LDP","5","C1","P","2",NA,2009,"SLC","Pectocarya","annual",0.15
"LDP","5","C1","P","2",NA,2009,"SLC","sampled","record_keeping",1
"LDP","5","C1","P","2",NA,2009,"SLC","Schismus_arabicus","annual",0.5
"LDP","5","C1","P","2",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.65
"UMP","6","NP","IP","1",NA,2009,"SLC","Amsinckia_menziesii","annual",0.1
"UMP","6","NP","IP","1",NA,2009,"SLC","Crassula_connata","annual",0.001
"UMP","6","NP","IP","1",NA,2009,"SLC","Pectocarya","annual",0.9
"UMP","6","NP","IP","1",NA,2009,"SLC","Plantago_ovata","annual",0.001
"UMP","6","NP","IP","1",NA,2009,"SLC","sampled","record_keeping",1
"UMP","6","NP","IP","1",NA,2009,"SLC","Schismus_arabicus","annual",0.05
"UMP","6","NP","IP","2",NA,2009,"CMC","Amsinckia_menziesii","annual",0.07
"UMP","6","NP","IP","2",NA,2009,"CMC","Crassula_connata","annual",0.02
"UMP","6","NP","IP","2",NA,2009,"CMC","Logfia_arizonica","annual",0.001
"UMP","6","NP","IP","2",NA,2009,"CMC","Pectocarya","annual",0.3
"UMP","6","NP","IP","2",NA,2009,"CMC","Plantago_ovata","annual",0.001
"UMP","6","NP","IP","2",NA,2009,"CMC","sampled","record_keeping",1
"UMP","6","NP","IP","2",NA,2009,"CMC","Schismus_arabicus","annual",0.15
"UMP","6","NP","P","1",NA,2009,"SLC","Amsinckia_menziesii","annual",0.15
"UMP","6","NP","P","1",NA,2009,"SLC","Crassula_connata","annual",0.001
"UMP","6","NP","P","1",NA,2009,"SLC","Larrea_base","plot characteristic",0.03
"UMP","6","NP","P","1",NA,2009,"SLC","Lepidium_lasiocarpum","annual",0.001
"UMP","6","NP","P","1",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"UMP","6","NP","P","1",NA,2009,"SLC","Pectocarya","annual",0.45
"UMP","6","NP","P","1",NA,2009,"SLC","sampled","record_keeping",1
"UMP","6","NP","P","1",NA,2009,"SLC","Schismus_arabicus","annual",0.2
"UMP","6","NP","P","1",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.8
"UMP","6","NP","P","2",NA,2009,"CMC","Amsinckia_menziesii","annual",0.25
"UMP","6","NP","P","2",NA,2009,"CMC","Crassula_connata","annual",0.001
"UMP","6","NP","P","2",NA,2009,"CMC","Eucrypta_chrysanthemifolia","annual",0.001
"UMP","6","NP","P","2",NA,2009,"CMC","Larrea_base","plot characteristic",0.03
"UMP","6","NP","P","2",NA,2009,"CMC","Pectocarya","annual",0.25
"UMP","6","NP","P","2",NA,2009,"CMC","sampled","record_keeping",1
"UMP","6","NP","P","2",NA,2009,"CMC","Schismus_arabicus","annual",0.15
"UMP","6","NP","P","2",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.4
"UMP","8","P","IP","1",NA,2009,"SLC","Amsinckia_menziesii","annual",0.001
"UMP","8","P","IP","1",NA,2009,"SLC","Crassula_connata","annual",0.001
"UMP","8","P","IP","1",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"UMP","8","P","IP","1",NA,2009,"SLC","Lotus_salsuginosus","annual",0.001
"UMP","8","P","IP","1",NA,2009,"SLC","Pectocarya","annual",0.3
"UMP","8","P","IP","1",NA,2009,"SLC","sampled","record_keeping",1
"UMP","8","P","IP","1",NA,2009,"SLC","Schismus_arabicus","annual",0.01
"UMP","8","P","IP","2",NA,2009,"CMC","Amsinckia_menziesii","annual",0.02
"UMP","8","P","IP","2",NA,2009,"CMC","Crassula_connata","annual",0.01
"UMP","8","P","IP","2",NA,2009,"CMC","Logfia_arizonica","annual",0.01
"UMP","8","P","IP","2",NA,2009,"CMC","Pectocarya","annual",0.25
"UMP","8","P","IP","2",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.02
"UMP","8","P","IP","2",NA,2009,"CMC","Plantago_ovata","annual",0.001
"UMP","8","P","IP","2",NA,2009,"CMC","sampled","record_keeping",1
"UMP","8","P","IP","2",NA,2009,"CMC","Schismus_arabicus","annual",0.02
"UMP","8","P","P","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.02
"UMP","8","P","P","1",NA,2009,"CMC","Bromus_rubens","annual",0.05
"UMP","8","P","P","1",NA,2009,"CMC","Crassula_connata","annual",0.001
"UMP","8","P","P","1",NA,2009,"CMC","Cryptantha_decipiens","annual",0.05
"UMP","8","P","P","1",NA,2009,"CMC","Eucrypta_chrysanthemifolia","annual",0.02
"UMP","8","P","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.04
"UMP","8","P","P","1",NA,2009,"CMC","Linanthus_bigelovii","annual",0.001
"UMP","8","P","P","1",NA,2009,"CMC","Lotus_strigosus","annual",0.001
"UMP","8","P","P","1",NA,2009,"CMC","Pectocarya","annual",0.1
"UMP","8","P","P","1",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.001
"UMP","8","P","P","1",NA,2009,"CMC","Plantago_ovata","annual",0.02
"UMP","8","P","P","1",NA,2009,"CMC","sampled","record_keeping",1
"UMP","8","P","P","1",NA,2009,"CMC","Schismus_arabicus","annual",0.15
"UMP","8","P","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.6
"UMP","8","P","P","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.2
"UMP","8","P","P","2",NA,2009,"SLC","Larrea_base","plot characteristic",0.04
"UMP","8","P","P","2",NA,2009,"SLC","Pectocarya","annual",0.35
"UMP","8","P","P","2",NA,2009,"SLC","sampled","record_keeping",1
"UMP","8","P","P","2",NA,2009,"SLC","Schismus_arabicus","annual",0.05
"UMP","8","P","P","2",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.9
"UMP","9","C1","IP","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.01
"UMP","9","C1","IP","1",NA,2009,"CMC","Crassula_connata","annual",0.01
"UMP","9","C1","IP","1",NA,2009,"CMC","Cryptantha_decipiens","annual",0.001
"UMP","9","C1","IP","1",NA,2009,"CMC","Logfia_arizonica","annual",0.02
"UMP","9","C1","IP","1",NA,2009,"CMC","Lotus_strigosus","annual",0.02
"UMP","9","C1","IP","1",NA,2009,"CMC","Pectocarya","annual",0.3
"UMP","9","C1","IP","1",NA,2009,"CMC","Plantago_ovata","annual",0.01
"UMP","9","C1","IP","1",NA,2009,"CMC","sampled","record_keeping",1
"UMP","9","C1","IP","1",NA,2009,"CMC","Schismus_arabicus","annual",0.06
"UMP","9","C1","IP","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.001
"UMP","9","C1","IP","2",NA,2009,"SLC","Lotus_humistratus","annual",0.001
"UMP","9","C1","IP","2",NA,2009,"SLC","Lupinus_sparsiflorus","annual",0.001
"UMP","9","C1","IP","2",NA,2009,"SLC","Pectocarya","annual",0.1
"UMP","9","C1","IP","2",NA,2009,"SLC","Phacelia_distans","annual",0.001
"UMP","9","C1","IP","2",NA,2009,"SLC","sampled","record_keeping",1
"UMP","9","C1","IP","2",NA,2009,"SLC","Schismus_arabicus","annual",0.05
"UMP","9","C1","P","1",NA,2009,"CMC","Ambrosia_base","plot characteristic",0.04
"UMP","9","C1","P","1",NA,2009,"CMC","Ambrosia_stem","plot characteristic",0.02
"UMP","9","C1","P","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.1
"UMP","9","C1","P","1",NA,2009,"CMC","Bowlesia_incana","annual",0.001
"UMP","9","C1","P","1",NA,2009,"CMC","Eucrypta_chrysanthemifolia","annual",0.01
"UMP","9","C1","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.05
"UMP","9","C1","P","1",NA,2009,"CMC","Logfia_arizonica","annual",0.001
"UMP","9","C1","P","1",NA,2009,"CMC","Lotus_strigosus","annual",0.001
"UMP","9","C1","P","1",NA,2009,"CMC","Parietaria_hespera","annual",0.001
"UMP","9","C1","P","1",NA,2009,"CMC","Pectocarya","annual",0.2
"UMP","9","C1","P","1",NA,2009,"CMC","sampled","record_keeping",1
"UMP","9","C1","P","1",NA,2009,"CMC","Schismus_arabicus","annual",0.1
"UMP","9","C1","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.92
"UMP","9","C1","P","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.01
"UMP","9","C1","P","2",NA,2009,"SLC","Bowlesia_incana","annual",0.02
"UMP","9","C1","P","2",NA,2009,"SLC","Bromus_rubens","annual",0.01
"UMP","9","C1","P","2",NA,2009,"SLC","Daucus_pusillus","annual",0.01
"UMP","9","C1","P","2",NA,2009,"SLC","Logfia_arizonica","annual",0.001
"UMP","9","C1","P","2",NA,2009,"SLC","Pectocarya","annual",0.03
"UMP","9","C1","P","2",NA,2009,"SLC","Phacelia_distans","annual",0.25
"UMP","9","C1","P","2",NA,2009,"SLC","sampled","record_keeping",1
"UMP","9","C1","P","2",NA,2009,"SLC","Schismus_arabicus","annual",0.05
"UMP","10","N","IP","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.02
"UMP","10","N","IP","1",NA,2009,"CMC","Crassula_connata","annual",0.01
"UMP","10","N","IP","1",NA,2009,"CMC","Cryptantha_decipiens","annual",0.001
"UMP","10","N","IP","1",NA,2009,"CMC","Erodium_texanum","annual",0.001
"UMP","10","N","IP","1",NA,2009,"CMC","Logfia_arizonica","annual",0.02
"UMP","10","N","IP","1",NA,2009,"CMC","Lotus_salsuginosus","annual",0.01
"UMP","10","N","IP","1",NA,2009,"CMC","Pectocarya","annual",0.25
"UMP","10","N","IP","1",NA,2009,"CMC","Plantago_ovata","annual",0.01
"UMP","10","N","IP","1",NA,2009,"CMC","sampled","record_keeping",1
"UMP","10","N","IP","1",NA,2009,"CMC","Schismus_arabicus","annual",0.15
"UMP","10","N","IP","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.03
"UMP","10","N","IP","2",NA,2009,"SLC","Crassula_connata","annual",0.001
"UMP","10","N","IP","2",NA,2009,"SLC","Logfia_arizonica","annual",0.01
"UMP","10","N","IP","2",NA,2009,"SLC","Pectocarya","annual",0.35
"UMP","10","N","IP","2",NA,2009,"SLC","sampled","record_keeping",1
"UMP","10","N","IP","2",NA,2009,"SLC","Schismus_arabicus","annual",0.05
"UMP","10","N","P","1",NA,2009,"CMC","Ambrosia_base","plot characteristic",0.03
"UMP","10","N","P","1",NA,2009,"CMC","Ambrosia_stem","plot characteristic",0.25
"UMP","10","N","P","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.2
"UMP","10","N","P","1",NA,2009,"CMC","Bromus_rubens","annual",0.03
"UMP","10","N","P","1",NA,2009,"CMC","Crassula_connata","annual",0.001
"UMP","10","N","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.04
"UMP","10","N","P","1",NA,2009,"CMC","Lepidium_lasiocarpum","annual",0.001
"UMP","10","N","P","1",NA,2009,"CMC","Pectocarya","annual",0.25
"UMP","10","N","P","1",NA,2009,"CMC","sampled","record_keeping",1
"UMP","10","N","P","1",NA,2009,"CMC","Schismus_arabicus","annual",0.15
"UMP","10","N","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.65
"UMP","10","N","P","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.6
"UMP","10","N","P","2",NA,2009,"SLC","Chamaesyce_albomarginata","annual",0.001
"UMP","10","N","P","2",NA,2009,"SLC","Larrea_base","plot characteristic",0.02
"UMP","10","N","P","2",NA,2009,"SLC","Lepidium_lasiocarpum","annual",0.001
"UMP","10","N","P","2",NA,2009,"SLC","Pectocarya","annual",0.05
"UMP","10","N","P","2",NA,2009,"SLC","sampled","record_keeping",1
"UMP","10","N","P","2",NA,2009,"SLC","Schismus_arabicus","annual",0.1
"UMP","10","N","P","2",NA,2009,"SLC","total_shrub_cover","plot characteristic",0.6
"SRR","12","NP","IP","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.02
"SRR","12","NP","IP","1",NA,2009,"CMC","Bromus_rubens","annual",0.02
"SRR","12","NP","IP","1",NA,2009,"CMC","Crassula_connata","annual",0.03
"SRR","12","NP","IP","1",NA,2009,"CMC","Erodium_cicutarium","annual",0.04
"SRR","12","NP","IP","1",NA,2009,"CMC","Eschscholzia_californica","annual",0.001
"SRR","12","NP","IP","1",NA,2009,"CMC","Pectocarya","annual",0.427
"SRR","12","NP","IP","1",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.01
"SRR","12","NP","IP","1",NA,2009,"CMC","sampled","record_keeping",1
"SRR","12","NP","IP","1",NA,2009,"CMC","Schismus_arabicus","annual",0.4
"SRR","12","NP","IP","2",NA,2009,"SLC","Amsinckia_menziesii","annual",0.01
"SRR","12","NP","IP","2",NA,2009,"SLC","Crassula_connata","annual",0.01
"SRR","12","NP","IP","2",NA,2009,"SLC","Erodium_cicutarium","annual",0.02
"SRR","12","NP","IP","2",NA,2009,"SLC","Pectocarya","annual",0.95
"SRR","12","NP","IP","2",NA,2009,"SLC","Plagiobothrys_arizonicus","annual",0.01
"SRR","12","NP","IP","2",NA,2009,"SLC","Plantago_ovata","annual",0.01
"SRR","12","NP","IP","2",NA,2009,"SLC","sampled","record_keeping",1
"SRR","12","NP","IP","2",NA,2009,"SLC","Schismus_arabicus","annual",0.2
"SRR","12","NP","P","1",NA,2009,"not reported","sampled","record_keeping",1
"SRR","12","NP","P","2",NA,2009,"CMC","Amsinckia_menziesii","annual",0.5
"SRR","12","NP","P","2",NA,2009,"CMC","Bromus_rubens","annual",0.05
"SRR","12","NP","P","2",NA,2009,"CMC","Crassula_connata","annual",0.001
"SRR","12","NP","P","2",NA,2009,"CMC","Erodium_cicutarium","annual",0.05
"SRR","12","NP","P","2",NA,2009,"CMC","Eschscholzia_californica","annual",0.001
"SRR","12","NP","P","2",NA,2009,"CMC","Larrea_base","plot characteristic",0.03
"SRR","12","NP","P","2",NA,2009,"CMC","Pectocarya","annual",0.45
"SRR","12","NP","P","2",NA,2009,"CMC","sampled","record_keeping",1
"SRR","12","NP","P","2",NA,2009,"CMC","Schismus_arabicus","annual",0.2
"SRR","12","NP","P","2",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.6
"SRR","13","C1","IP","1",NA,2009,"SLC","Amsinckia_menziesii","annual",0.01
"SRR","13","C1","IP","1",NA,2009,"SLC","Erodium_cicutarium","annual",0.001
"SRR","13","C1","IP","1",NA,2009,"SLC","Lotus_humistratus","annual",0.001
"SRR","13","C1","IP","1",NA,2009,"SLC","Lotus_strigosus","annual",0.001
"SRR","13","C1","IP","1",NA,2009,"SLC","Lupinus_sparsiflorus","annual",0.001
"SRR","13","C1","IP","1",NA,2009,"SLC","Pectocarya","annual",0.08
"SRR","13","C1","IP","1",NA,2009,"SLC","Plantago_ovata","annual",0.001
"SRR","13","C1","IP","1",NA,2009,"SLC","sampled","record_keeping",1
"SRR","13","C1","IP","1",NA,2009,"SLC","Schismus_arabicus","annual",0.04
"SRR","13","C1","IP","2",NA,2009,"CMC","Amsinckia_menziesii","annual",0.001
"SRR","13","C1","IP","2",NA,2009,"CMC","Crassula_connata","annual",0.01
"SRR","13","C1","IP","2",NA,2009,"CMC","Erodium_cicutarium","annual",0.01
"SRR","13","C1","IP","2",NA,2009,"CMC","Logfia_arizonica","annual",0.02
"SRR","13","C1","IP","2",NA,2009,"CMC","Pectocarya","annual",0.35
"SRR","13","C1","IP","2",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.01
"SRR","13","C1","IP","2",NA,2009,"CMC","Plantago_ovata","annual",0.01
"SRR","13","C1","IP","2",NA,2009,"CMC","sampled","record_keeping",1
"SRR","13","C1","IP","2",NA,2009,"CMC","Schismus_arabicus","annual",0.15
"SRR","13","C1","P","1",NA,2009,"CMC","Ambrosia_base","plot characteristic",0.02
"SRR","13","C1","P","1",NA,2009,"CMC","Ambrosia_stem","plot characteristic",0.04
"SRR","13","C1","P","1",NA,2009,"CMC","Amsinckia_menziesii","annual",0.02
"SRR","13","C1","P","1",NA,2009,"CMC","Crassula_connata","annual",0.001
"SRR","13","C1","P","1",NA,2009,"CMC","Erodium_cicutarium","annual",0.02
"SRR","13","C1","P","1",NA,2009,"CMC","Larrea_base","plot characteristic",0.03
"SRR","13","C1","P","1",NA,2009,"CMC","Lupinus_sparsiflorus","annual",0.02
"SRR","13","C1","P","1",NA,2009,"CMC","Pectocarya","annual",0.4
"SRR","13","C1","P","1",NA,2009,"CMC","Plagiobothrys_arizonicus","annual",0.02
"SRR","13","C1","P","1",NA,2009,"CMC","Plantago_ovata","annual",0.03
"SRR","13","C1","P","1",NA,2009,"CMC","sampled","record_keeping",1
"SRR","13","C1","P","1",NA,2009,"CMC","Schismus_arabicus","annual",0.2
"SRR","13","C1","P","1",NA,2009,"CMC","total_shrub_cover","plot characteristic",0.69
